model_name,cond_id,method,method_kwargs,n,deterministic,mean,sd,ci95_low,ci95_high,ci95_halfwidth,seeds,unit_of_replication,replication_note
resnet50,noise_eps_1e-04,noise,{'eps': 0.0001},5,False,0.80824,0.00012569805089977183,0.8080839252555533,0.8083960747444466,0.00015607474444663124,39036579;69189859;1481711929;1672149119;1833234859,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet50,noise_eps_1e-03,noise,{'eps': 0.001},5,False,0.643252,0.18176336517571412,0.41756297326895164,0.8689410267310484,0.22568902673104843,1489155235;117082096;1921544319;738308133;1449223284,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet50,noise_eps_1e-02,noise,{'eps': 0.01},5,False,0.001192,0.0007633609893097761,0.0002441621419408406,0.0021398378580591592,0.0009478378580591593,2117973413;1439050961;1678549874;798804317;318985055,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet50,noise_eps_1e-01,noise,{'eps': 0.1},5,False,0.001008,5.403702434442519e-05,0.0009409041723014667,0.0010750958276985333,6.709582769853324e-05,1016547014;648658083;552545803;556576359;231449871,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet50,prune_amount_0.01,prune,{'amount': 0.01},5,False,0.603612,0.05908107751217809,0.5302531530780423,0.6769708469219577,0.07335884692195768,342908725;1210983803;97232108;1518660428;114634893,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet50,prune_amount_0.05,prune,{'amount': 0.05},5,False,0.05955200000000001,0.09012023146885499,-0.052347046924667365,0.1714510469246674,0.11189904692466737,1187680602;1144545938;1000551169;1165535315;1886350916,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet50,quant_2bit_perchannel,quantization,"{'n_bits': 2, 'per_channel': True}",1,True,0.001,,,,,382167428,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
resnet50,quant_4bit_perchannel,quantization,"{'n_bits': 4, 'per_channel': True}",1,True,0.0069,,,,,1093355539,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
resnet50,quant_8bit_perchannel,quantization,"{'n_bits': 8, 'per_channel': True}",1,True,0.80718,,,,,1466474243,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
resnet101,original,original,{},1,True,0.819,,,,,822149026,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
resnet101,neuperm,neuperm,{},5,False,0.819024,8.944271910008104e-06,0.8190128942195791,0.8190351057804208,1.1105780420802302e-05,144482476;353055336;385163374;395061066;1905826838,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet101,noise_eps_1e-04,noise,{'eps': 0.0001},5,False,0.8188559999999999,0.0003031171390733349,0.818479630361174,0.8192323696388258,0.00037636963882588416,1286517596;441145683;1530706086;711946128;1273930466,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet101,noise_eps_1e-03,noise,{'eps': 0.001},5,False,0.7869360000000001,0.03753760354631074,0.7403269090977,0.8335450909023001,0.04660909090230008,819019008;1841096613;954232031;1907947393;837018836,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet101,noise_eps_1e-02,noise,{'eps': 0.01},5,False,0.0010440000000000002,0.00017458522274236158,0.0008272238143024244,0.0012607761856975762,0.00021677618569757582,1287074641;1857948869;661949219;2117166338;232644910,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet101,noise_eps_1e-01,noise,{'eps': 0.1},5,False,0.001,0.0,0.001,0.001,0.0,617406442;112423864;2121121670;769277011;1396507291,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet101,prune_amount_0.01,prune,{'amount': 0.01},5,False,0.7499600000000001,0.02422291477093538,0.7198832787973714,0.7800367212026288,0.030076721202628692,1265629185;1971045911;1479564735;1477201567;1875905202,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet101,prune_amount_0.05,prune,{'amount': 0.05},5,False,0.08940400000000001,0.04078979627308771,0.038756778473640834,0.14005122152635918,0.05064722152635918,7632593;997468056;1734415532;1771648588;951252593,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
resnet101,quant_2bit_perchannel,quantization,"{'n_bits': 2, 'per_channel': True}",1,True,0.001,,,,,2032951285,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
resnet101,quant_4bit_perchannel,quantization,"{'n_bits': 4, 'per_channel': True}",1,True,0.10364,,,,,1914806523,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
resnet101,quant_8bit_perchannel,quantization,"{'n_bits': 8, 'per_channel': True}",1,True,0.81748,,,,,12160744,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
vgg11,original,original,{},1,True,0.69048,,,,,2095716249,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
vgg11,neuperm,neuperm,{},5,False,0.69046,2.8284271247450935e-05,0.6904248804386766,0.6904951195613234,3.511956132338976e-05,451173530;162290754;1931569846;1959281665;674178476,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg11,noise_eps_1e-04,noise,{'eps': 0.0001},5,False,0.6903360000000001,0.00015709869509325468,0.6901409362061379,0.6905310637938622,0.00019506379386208502,907338231;122367469;639999236;1009945317;1010307243,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg11,noise_eps_1e-03,noise,{'eps': 0.001},5,False,0.689504,0.00020069877926883853,0.6892547995512984,0.6897532004487016,0.00024920044870156124,1101800099;1587562035;1825990021;1753482157;347647600,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg11,noise_eps_1e-02,noise,{'eps': 0.01},5,False,0.6080080000000001,0.0038133082749759587,0.60327315240091,0.6127428475990903,0.004734847599090156,634946819;707674062;2089400026;1722609944;1464760627,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg11,noise_eps_1e-01,noise,{'eps': 0.1},5,False,0.0009760000000000001,0.0001499333185119305,0.0007898331962725176,0.0011621668037274824,0.00018616680372748241,1759965778;151751997;747782961;1780265797;1342988255,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg11,prune_amount_0.01,prune,{'amount': 0.01},5,False,0.6531680000000001,0.007269478660811927,0.6441417500611594,0.6621942499388408,0.0090262499388407,826731559;288571554;1034145205;25389712;1492068014,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg11,prune_amount_0.05,prune,{'amount': 0.05},5,False,0.397952,0.05605729854354382,0.32834767056192116,0.4675563294380788,0.06960432943807879,1207871392;681634176;563109036;1043293256;1965939194,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg11,quant_2bit_perchannel,quantization,"{'n_bits': 2, 'per_channel': True}",1,True,0.001,,,,,2089636549,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
vgg11,quant_4bit_perchannel,quantization,"{'n_bits': 4, 'per_channel': True}",1,True,0.59372,,,,,206835382,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
vgg11,quant_8bit_perchannel,quantization,"{'n_bits': 8, 'per_channel': True}",1,True,0.68998,,,,,1846847658,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
vgg16,original,original,{},1,True,0.71586,,,,,1253812180,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
vgg16,neuperm,neuperm,{},5,False,0.715812,1.7888543820016205e-05,0.7157897884391584,0.7158342115608416,2.2211560841604598e-05,2068420067;575614742;1295808843;1525722085;837722373,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg16,noise_eps_1e-04,noise,{'eps': 0.0001},5,False,0.71578,9.899494936613155e-05,0.715657081535368,0.7159029184646319,0.00012291846463193033,255218694;1897352340;1057711087;1202027766;772626114,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg16,noise_eps_1e-03,noise,{'eps': 0.001},5,False,0.715268,0.00040239284287870575,0.7147683632938626,0.7157676367061374,0.0004996367061373538,812847776;895343579;1484608913;1316175282;419604305,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg16,noise_eps_1e-02,noise,{'eps': 0.01},5,False,0.62124,0.009996179270101145,0.6088281040807246,0.6336518959192754,0.012411895919275396,1974452294;2015458321;1622954014;1481422550;1305942695,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg16,noise_eps_1e-01,noise,{'eps': 0.1},5,False,0.00098,0.00012806248474865693,0.0008209894231670737,0.0011390105768329262,0.00015901057683292624,1084552007;1626738517;643238312;1781797083;565076384,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg16,prune_amount_0.01,prune,{'amount': 0.01},5,False,0.69678,0.02144443051237314,0.6701532226708039,0.723406777329196,0.02662677732919608,1161603622;1680138592;247759539;125630634;475226867,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg16,prune_amount_0.05,prune,{'amount': 0.05},5,False,0.60892,0.03757155040718974,0.5622687585026944,0.6555712414973056,0.04665124149730557,1040146107;583824728;538975466;1509023160;131754784,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
vgg16,quant_2bit_perchannel,quantization,"{'n_bits': 2, 'per_channel': True}",1,True,0.001,,,,,941180150,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
vgg16,quant_4bit_perchannel,quantization,"{'n_bits': 4, 'per_channel': True}",1,True,0.6786,,,,,2131868372,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
vgg16,quant_8bit_perchannel,quantization,"{'n_bits': 8, 'per_channel': True}",1,True,0.71634,,,,,120160729,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
efficientnet_b0,original,original,{},1,True,0.77692,,,,,1306846159,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
efficientnet_b0,neuperm,neuperm,{},5,False,0.776924,8.944271909958453e-06,0.7769128942195792,0.7769351057804207,1.1105780420740652e-05,1419376142;1787183994;2109141202;1142494752;904900566,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b0,noise_eps_1e-04,noise,{'eps': 0.0001},5,False,0.776892,0.00014254823744962503,0.7767150029855514,0.7770689970144486,0.00017699701444860128,662351668;1005028612;191664718;1218385593;919922410,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b0,noise_eps_1e-03,noise,{'eps': 0.001},5,False,0.7761119999999999,0.0004883850939576113,0.7755055898115734,0.7767184101884265,0.0006064101884265297,1697893300;20433541;1027649722;1185495927;519699198,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b0,noise_eps_1e-02,noise,{'eps': 0.01},5,False,0.7071080000000001,0.006589015100908469,0.6989266571655811,0.715289342834419,0.008181342834419004,1304907569;1594477811;288081193;1985931203;450041641,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b0,noise_eps_1e-01,noise,{'eps': 0.1},5,False,0.0009400000000000001,0.0001489966442575134,0.0007549962309722718,0.0011250037690277285,0.00018500376902772834,53078060;1650319361;1294760139;850509857;876490581,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b0,prune_amount_0.01,prune,{'amount': 0.01},5,False,0.17136400000000002,0.22204094054926,-0.10433624200731895,0.447064242007319,0.27570024200731896,179546010;904272643;1778550579;1061010185;325426496,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b0,prune_amount_0.05,prune,{'amount': 0.05},5,False,0.001752,0.0006747740362521368,0.0009141573722630787,0.0025898426277369217,0.0008378426277369214,430504044;105486738;344044782;819225685;694500123,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b0,quant_2bit_perchannel,quantization,"{'n_bits': 2, 'per_channel': True}",1,True,0.001,,,,,1118559120,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
efficientnet_b0,quant_4bit_perchannel,quantization,"{'n_bits': 4, 'per_channel': True}",1,True,0.0011,,,,,1330362978,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
efficientnet_b0,quant_8bit_perchannel,quantization,"{'n_bits': 8, 'per_channel': True}",1,True,0.76914,,,,,1140332021,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
efficientnet_b4,original,original,{},1,True,0.83392,,,,,1766744482,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
efficientnet_b4,neuperm,neuperm,{},5,False,0.8339640000000001,1.6733200530698245e-05,0.8339432229873265,0.8339847770126738,2.0777012673692168e-05,1395794361;1320787382;379176811;1484275558;905668207,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b4,noise_eps_1e-04,noise,{'eps': 0.0001},5,False,0.8339599999999999,5.0990195135946184e-05,0.8338966873104382,0.8340233126895616,6.33126895616892e-05,867165275;1914384889;2024761100;1778085960;848600717,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b4,noise_eps_1e-03,noise,{'eps': 0.001},5,False,0.8339599999999999,0.00012083045973592414,0.8338099691682594,0.8341100308317404,0.0001500308317405068,451106684;1918929591;124180763;702995184;70716337,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b4,noise_eps_1e-02,noise,{'eps': 0.01},5,False,0.831912,0.0018930187532087512,0.8295615067662161,0.8342624932337839,0.002350493233783887,1835470524;1709329211;1742037722;13165135;909968308,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b4,noise_eps_1e-01,noise,{'eps': 0.1},5,False,0.0009319999999999999,6.0991802727907595e-05,0.0008562686743672107,0.001007731325632789,7.573132563278914e-05,239297384;1642479631;423102564;191593298;1580109284,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b4,prune_amount_0.01,prune,{'amount': 0.01},5,False,0.745956,0.05069761809000494,0.6830065928229568,0.8089054071770431,0.06294940717704314,278790511;77997224;1840631388;318009596;1020284643,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b4,prune_amount_0.05,prune,{'amount': 0.05},5,False,0.039256,0.018266063615349642,0.01657568641992062,0.06193631358007938,0.02268031358007938,711668303;134250526;1981117072;1854865887;211732190,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
efficientnet_b4,quant_2bit_perchannel,quantization,"{'n_bits': 2, 'per_channel': True}",1,True,0.00122,,,,,1299601266,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
efficientnet_b4,quant_4bit_perchannel,quantization,"{'n_bits': 4, 'per_channel': True}",1,True,0.0049,,,,,1780148827,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
efficientnet_b4,quant_8bit_perchannel,quantization,"{'n_bits': 8, 'per_channel': True}",1,True,0.8317,,,,,1098467229,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
mobilenet_v2,original,original,{},1,True,0.72148,,,,,259043332,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence","deterministic transform; single evaluation is exact, not under-sampled"
mobilenet_v2,neuperm,neuperm,{},5,False,0.721452,4.6043457732887996e-05,0.7213948294961803,0.7215091705038197,5.717050381974384e-05,1489812630;1639423394;1552438742;1238540947;1463836014,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v2,noise_eps_1e-04,noise,{'eps': 0.0001},5,False,0.721336,0.00020659138413788993,0.7210794829159769,0.721592517084023,0.00025651708402310255,2079773140;902252582;641659654;2109378383;1114413960,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v2,noise_eps_1e-03,noise,{'eps': 0.001},5,False,0.719644,0.0008423063575683095,0.7185981385203493,0.7206898614796506,0.0010458614796507184,1846548352;1169649052;767174456;1088137900;1866553068,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
mobilenet_v2,noise_eps_1e-02,noise,{'eps': 0.01},5,False,0.41254,0.04050189378288378,0.36225025663072025,0.4628297433692798,0.05028974336927975,1132865405;653136439;1701385250;1370208503;1496137857,"one full pass over the 50,000-image ImageNet-1k (ILSVRC-2012) validation split; one replicate = one independent seeded draw of the transform, evaluated on the identical fixed image sequence",5 independent seeded draws
